Id,SalePrice
1461,126331.24594299118
1462,154843.59014349894
1463,172328.42024611132
1464,181228.7210837787
1465,192124.05402689305
1466,182229.9296564057
1467,171133.4759365953
1468,174484.42352820197
1469,191819.41316431522
1470,115612.28809570633
1471,202761.7129524116
1472,92570.01295865876
1473,94760.27555133536
1474,151111.82234773022
1475,141362.81722567798
1476,352876.83849491243
1477,247441.16522699222
1478,297866.9847819832
1479,244054.75181018762
1480,510105.967022043
1481,321725.80999836116
1482,205819.00582951983
1483,178795.05146684975
1484,170777.29454952426
1485,169995.2331048816
1486,198235.617276988
1487,309651.7511390489
1488,243896.07456949822
1489,202739.8671173697
1490,188589.6631417229
1491,187239.31677067553
1492,94108.46656610217
1493,180282.436622343
1494,291589.76656766323
1495,296280.1917597053
1496,221389.6242141512
1497,193494.06986855133
1498,153775.07760304265
1499,153357.881092809
1500,147389.8064062913
1501,172450.87126490838
1502,158538.96798200335
1503,291517.1426602572
1504,225192.81461106698
1505,215909.41117183262
1506,182835.6484632841
1507,216470.6940912722
1508,195157.26302148047
1509,161397.2352368217
1510,151540.01872401667
1511,148210.47973913857
1512,165150.41914803465
1513,159577.85192104577
1514,158284.76482357108
1515,173193.86019030004
1516,155244.18226140138
1517,156049.82884310052
1518,132153.7644204463
1519,225599.74457440226
1520,138333.6885843609
1521,143075.4143967736
1522,161144.21981279887
1523,125031.85547084006
1524,123112.47195315873
1525,124341.01766339358
1526,132432.149554139
1527,105114.05806797658
1528,132374.0021515619
1529,143054.51436490842
1530,170123.8261966406
1531,123897.79171157166
1532,108079.00615278719
1533,138935.98844559529
1534,122545.12154959905
1535,153061.88868983378
1536,121871.24798563105
1537,74499.49817011716
1538,153399.14315922177
1539,167939.24482958016
1540,103823.03236245296
1541,148579.22014044723
1542,140472.7501062447
1543,217344.0653286088
1544,77048.93205182748
1545,112990.14448118079
1546,122179.70783760356
1547,132043.52895802676
1548,128259.40070842006
1549,112415.74090615069
1550,137049.5715346028
1551,122469.0626598703
1552,135583.85855351618
1553,137854.84937041294
1554,102220.01581709391
1555,165760.9407323372
1556,86306.04915860573
1557,123100.39866164666
1558,85954.46813344765
1559,109101.56030826327
1560,140123.86566998097
1561,120949.02464157526
1562,129027.79201586066
1563,123286.92324814083
1564,158194.7820575847
1565,152900.1027290895
1566,220302.3558358919
1567,79574.62147729017
1568,215894.33575861756
1569,144043.02243735344
1570,126003.79478865987
1571,110550.17565337826
1572,146818.2528865012
1573,250304.10985760583
1574,110787.89784669856
1575,210244.53261047555
1576,207859.06537161968
1577,199567.34373642853
1578,146719.07620841163
1579,139174.330049001
1580,190604.60117797134
1581,139296.03787265604
1582,128898.01206193151
1583,331452.83605591283
1584,239593.63632002135
1585,139656.8742398181
1586,73487.6727766737
1587,104181.61031731537
1588,150614.06710932468
1589,108649.13570953792
1590,135289.27324578958
1591,102522.80570320577
1592,130564.73556282712
1593,112676.97960893388
1594,151854.7333022378
1595,111143.23020605843
1596,233474.8353189967
1597,166840.40558533982
1598,176008.4653445218
1599,172051.59538541068
1600,172137.64394531652
1601,76865.07447920086
1602,118200.4003422003
1603,95539.43709039505
1604,285201.3350192644
1605,238226.44937568993
1606,168020.24106711822
1607,174180.76108385704
1608,217120.67050647494
1609,186115.78722690433
1610,156729.50042455603
1611,153419.10179378124
1612,164245.72819991256
1613,160027.15629695327
1614,124383.56888337362
1615,87835.32513389077
1616,82698.60389574373
1617,92546.73707266356
1618,127671.43516943115
1619,129384.0380500745
1620,151945.57406960506
1621,139919.59125387328
1622,145786.27162551365
1623,291376.26247742324
1624,204201.18761393995
1625,131765.83574129597
1626,172333.08663597994
1627,185758.54867838707
1628,269487.6113718027
1629,170619.3738988583
1630,365538.006523425
1631,209792.98344398965
1632,241075.69272334635
1633,166394.34963593344
1634,181297.30067669
1635,179076.66337723413
1636,164592.9722926315
1637,171479.98288829305
1638,193612.6977159542
1639,186530.73504562333
1640,266885.31816045253
1641,184137.7976047482
1642,227274.08341923842
1643,220701.21956179233
1644,228510.8092041331
1645,178602.26780133616
1646,157691.34962215368
1647,166472.1768103595
1648,142829.10151601487
1649,135922.01711133317
1650,118607.20196214368
1651,123413.5101412129
1652,92646.14563116808
1653,96025.6854371529
1654,154875.50607459055
1655,158809.44786909176
1656,149514.02736696982
1657,153019.7783693633
1658,151616.53011348814
1659,141936.35027532393
1660,141923.69470002275
1661,453324.32232025283
1662,402574.1846411012
1663,388612.2165955008
1664,491623.1949258818
1665,302246.6865354786
1666,327793.775013872
1667,369107.82327466476
1668,320638.9606214178
1669,286693.2160763394
1670,324571.0245084926
1671,275729.5629109135
1672,503843.5556616548
1673,279577.8637600023
1674,247145.43287892375
1675,185104.9254461956
1676,188681.16557499417
1677,224448.40630476165
1678,490965.8174968702
1679,380795.2037173573
1680,328516.372188266
1681,238939.13348673287
1682,305153.6362688711
1683,184392.80699869705
1684,169172.21376983405
1685,172958.55178558704
1686,167503.66973183496
1687,165441.08929925782
1688,185377.1330926676
1689,183748.30174896636
1690,181628.73004654687
1691,175968.68133936496
1692,232747.70652453223
1693,168538.87669446765
1694,182312.42787227253
1695,169157.9609975461
1696,272861.4816855631
1697,170152.16160867867
1698,347505.3744959435
1699,332461.0264270507
1700,228940.98671551512
1701,259323.74941700336
1702,256035.2715824601
1703,251136.9774324681
1704,284551.66010552994
1705,220949.34362458842
1706,489450.3888553991
1707,218554.3579008655
1708,219721.23665211216
1709,258945.15155362285
1710,218261.39413693658
